Player,Nation,Pos,Team,Age,Standard_Min,Standard_Gls,Standard_Ast,Standard_CrdY,Standard_CrdR,Standard_xG,Standard_xAG,Standard_PrgC,Standard_PrgP,Standard_PrgR,Standard_Gls/90,Standard_Ast/90,Standard_xG/90,Standard_xAG/90,Shooting_SoT%,Shooting_SoT/90,Shooting_G/Sh,Shooting_Dist,Passing_Cmp,Passing_Total_Cmp%,Passing_TotDist,Passing_Short_Cmp%,Passing_Medium_Cmp%,Passing_Long_Cmp%,Passing_KP,Passing_1/3,Passing_PPA,Passing_CrsPA,Goalkeeping_GA90,Goalkeeping_Save%,Goalkeeping_CS%,Defense_Tkl,Defense_TklW,Defense_Att,Defense_Lost,Defense_Blocks,Defense_Sh,Defense_Pass,Defense_Int,Possession_Touches,Possession_Def Pen,Possession_Def 3rd,Possession_Mid 3rd,Possession_Att 3rd,Possession_Att Pen,Possession_Succ%,Possession_Tkld%,Possession_Carries,Possession_PrgDist,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Possession_Rec,Misc_Fls,Misc_Fld,Misc_Off,Misc_Crs,Misc_Recov,Misc_Won,Misc_Lost,Misc_Won%
Sander Berge,NOR,MF,Fulham,26,2224,0,0,6,0,0.4,0.6,29,124,9,0.0,0.0,0.01,0.03,33.3,0.04,0.0,8.7,1091,91.5,19377,92.1,94.4,83.5,18,116,5,0,N/A,N/A,N/A,50,30,39,12,27,8,19,21,1384,81,374,799,217,14,55.0,30.0,804,2065,25,2,15,16,892,31,10,0,3,126,28,22,56.0
Sandro Tonali,ITA,MF,Newcastle Utd,24,2630,4,2,5,0,4.4,2.2,37,128,53,0.14,0.07,0.15,0.07,34.3,0.41,0.11,19.6,1285,83.7,20569,90.2,87.2,63.1,28,104,30,5,N/A,N/A,N/A,51,32,51,26,34,11,23,34,1818,64,406,991,450,45,54.1,37.8,979,2334,40,6,30,23,1257,37,49,2,54,177,12,12,50.0
Santiago Bueno,URU,DF,Wolves,25,1687,0,0,2,0,0.4,0.0,1,28,1,0.0,0.0,0.02,0.0,50.0,0.16,0.0,14.0,741,88.0,13598,92.5,93.9,56.0,0,24,2,0,N/A,N/A,N/A,41,21,22,5,36,21,15,15,1025,170,522,485,21,6,0.0,100.0,555,1430,2,0,2,2,660,26,5,0,0,43,35,31,53.0
Saša Lukić,SRB,MF,Fulham,27,2344,0,2,12,0,1.2,2.7,39,98,33,0.0,0.08,0.04,0.11,11.1,0.08,0.0,20.2,1100,87.3,18730,91.9,91.6,70.5,26,104,17,7,N/A,N/A,N/A,68,39,55,32,20,7,13,28,1493,57,332,843,331,21,47.1,29.4,825,2190,40,4,23,8,963,66,26,0,62,109,19,25,43.2
Sean Longstaff,ENG,MF,Newcastle Utd,26,798,0,0,2,0,0.6,0.2,4,40,22,0.0,0.0,0.07,0.02,16.7,0.11,0.0,13.5,295,84.5,4407,87.0,92.5,68.2,4,26,1,0,N/A,N/A,N/A,27,16,27,9,17,5,12,7,434,24,123,193,121,21,28.6,57.1,248,429,10,2,9,7,308,9,6,0,5,31,7,7,50.0
Sepp van den Berg,NED,DF,Brentford,22,2586,0,0,3,0,2.0,0.8,12,79,28,0.0,0.0,0.07,0.03,30.0,0.21,0.0,10.5,1092,85.4,19151,87.8,89.7,66.4,6,64,3,1,N/A,N/A,N/A,39,24,29,10,52,38,14,21,1605,282,819,621,169,48,57.1,42.9,737,1974,10,1,15,7,917,23,5,1,7,97,94,77,55.0
Sergio Reguilón,ESP,DF,Tottenham,27,196,0,0,2,0,0.1,0.0,5,13,12,0.0,0.0,0.05,0.01,0.0,0.0,0.0,13.3,93,68.4,1503,77.8,76.7,23.5,1,13,2,1,N/A,N/A,N/A,4,3,5,3,7,0,7,4,167,9,57,73,38,3,33.3,16.7,88,233,2,1,2,1,97,2,6,0,12,14,5,2,71.4
Simon Adingra,CIV,"FW,MF",Brighton,22,1097,2,2,0,0,2.5,2.5,50,18,136,0.16,0.16,0.2,0.2,24.2,0.66,0.06,17.0,290,75.9,4148,86.2,74.3,55.2,16,5,17,6,N/A,N/A,N/A,23,14,26,16,12,0,12,8,548,10,66,174,315,76,42.0,54.0,366,1300,21,27,39,12,388,13,4,4,41,47,7,4,63.6
Solly March,ENG,"FW,MF",Brighton,30,168,0,0,2,0,0.1,0.3,5,2,20,0.0,0.0,0.05,0.15,0.0,0.0,0.0,22.5,60,63.2,990,87.5,57.1,38.9,3,2,4,4,N/A,N/A,N/A,6,3,8,3,3,0,3,2,118,3,12,33,73,7,25.0,75.0,57,167,2,3,3,1,67,2,2,3,20,7,1,2,33.3
Son Heung-min,KOR,FW,Tottenham,32,2110,7,9,1,0,7.2,8.2,96,111,265,0.3,0.38,0.31,0.35,43.6,1.02,0.11,17.0,730,78.9,10322,89.8,80.5,48.1,50,40,51,6,N/A,N/A,N/A,17,9,27,22,11,0,11,5,1134,16,115,362,668,122,34.9,49.4,761,2613,49,44,25,32,867,6,28,12,78,85,6,12,33.3
Stefan Ortega,GER,GK,Manchester City,31,1100,0,0,1,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,373,81.3,8327,97.1,96.9,51.3,0,6,0,0,1.47,68.0,25.0,0,0,1,1,0,0,0,0,492,383,489,3,0,0,N/A,N/A,323,864,0,0,0,0,309,1,2,0,0,8,2,0,100.0
Stephy Mavididi,ENG,FW,Leicester City,26,1615,4,1,2,0,1.8,2.6,91,57,138,0.22,0.06,0.1,0.15,26.9,0.39,0.15,16.1,460,75.0,6191,91.1,67.4,41.9,22,32,26,7,N/A,N/A,N/A,34,19,42,28,26,2,24,11,863,23,132,327,421,61,36.8,49.5,583,2355,40,27,39,35,623,18,18,3,69,83,9,15,37.5
Sven Botman,NED,DF,Newcastle Utd,24,412,0,0,1,0,0.5,0.5,0,7,0,0.0,0.0,0.12,0.12,40.0,0.44,0.0,7.1,220,89.4,3768,86.9,96.3,71.4,2,13,0,0,N/A,N/A,N/A,12,9,9,2,5,4,1,5,304,40,132,160,16,11,33.3,33.3,145,337,1,0,5,1,197,5,4,0,0,14,17,9,65.4
Sávio,BRA,"FW,MF",Manchester City,20,1766,1,8,3,0,5.0,6.9,137,67,246,0.05,0.41,0.26,0.35,38.2,1.07,0.02,17.6,692,80.8,10296,90.0,80.2,55.4,46,19,47,8,N/A,N/A,N/A,23,17,19,9,14,2,12,6,1095,14,55,286,774,154,46.0,35.4,783,3559,45,75,42,38,852,17,28,3,84,79,1,2,33.3
Séamus Coleman,IRL,DF,Everton,35,215,0,0,1,0,0.6,0.0,1,11,7,0.0,0.0,0.24,0.0,100.0,0.42,0.0,10.5,74,75.5,1299,94.7,79.4,42.1,0,8,2,0,N/A,N/A,N/A,3,2,4,1,5,3,2,1,121,12,42,54,26,3,80.0,20.0,54,177,2,0,1,1,68,0,1,0,4,7,2,1,66.7
Taiwo Awoniyi,NGA,FW,Nott'ham Forest,26,416,1,0,0,0,2.1,0.1,6,7,20,0.22,0.0,0.46,0.02,40.0,0.87,0.1,12.6,61,63.5,705,71.2,56.0,20.0,2,5,2,0,N/A,N/A,N/A,6,3,5,1,1,0,1,0,167,5,16,78,74,21,44.4,55.6,90,183,5,2,19,19,113,8,10,1,2,18,13,38,25.5
Tariq Lamptey,GHA,DF,Brighton,23,860,2,2,0,0,0.4,0.8,32,14,45,0.21,0.21,0.04,0.08,33.3,0.21,0.33,18.5,335,81.1,5168,93.0,79.0,47.5,5,12,6,5,N/A,N/A,N/A,17,11,25,16,15,7,8,7,535,29,161,224,154,11,32.3,58.1,292,1034,17,3,11,5,302,15,10,0,28,39,1,14,6.7
Taylor Harwood-Bellis,ENG,DF,Southampton,22,2825,1,0,9,0,1.8,1.0,29,125,9,0.03,0.0,0.06,0.03,40.0,0.25,0.05,10.6,1892,87.4,35252,92.4,91.6,64.0,14,178,10,1,N/A,N/A,N/A,28,20,35,16,65,43,22,30,2475,340,1158,1145,182,42,100.0,0.0,1433,3938,27,0,16,5,1792,35,14,0,10,123,63,49,56.3
Thiago,BRA,"FW,MF",Brentford,23,175,0,0,0,0,0.1,0.1,3,4,8,0.0,0.0,0.07,0.04,0.0,0.0,0.0,14.8,40,71.4,568,71.4,81.3,60.0,2,2,2,0,N/A,N/A,N/A,5,3,1,1,3,0,3,2,83,7,15,34,36,4,60.0,40.0,45,53,3,1,6,2,51,3,3,1,2,12,7,5,58.3
Thomas Partey,GHA,"MF,DF",Arsenal,31,2797,4,2,4,0,2.3,2.1,36,185,48,0.13,0.06,0.07,0.07,34.6,0.29,0.15,19.2,1678,87.4,26697,92.8,88.9,63.6,20,168,33,2,N/A,N/A,N/A,89,53,76,30,29,9,20,35,2193,74,457,1214,534,33,68.6,25.7,1256,3691,42,3,24,17,1561,45,31,1,12,138,28,27,50.9
Tim Iroegbunam,ENG,MF,Everton,21,574,0,1,4,0,0.2,0.2,8,15,9,0.0,0.16,0.04,0.03,0.0,0.0,0.0,22.5,115,72.8,1921,74.0,84.0,70.0,3,10,1,0,N/A,N/A,N/A,29,14,23,9,18,4,14,16,269,24,89,127,60,12,40.0,40.0,127,379,10,2,11,18,113,15,12,0,1,51,11,4,73.3
Timo Werner,GER,"FW,MF",Tottenham,28,516,0,3,0,0,1.0,2.5,42,30,89,0.0,0.52,0.17,0.44,37.5,0.52,0.0,18.2,158,66.9,2383,82.5,70.9,38.9,10,3,15,2,N/A,N/A,N/A,6,4,13,10,10,1,9,1,298,8,24,78,203,33,52.6,42.1,215,1062,24,18,14,6,227,3,5,5,28,18,0,1,0.0
Timothy Castagne,BEL,DF,Fulham,28,1649,0,1,1,0,0.4,1.2,17,62,67,0.0,0.05,0.02,0.07,37.5,0.16,0.0,14.0,780,81.8,12441,89.8,85.9,49.3,9,51,5,3,N/A,N/A,N/A,46,29,45,19,15,6,9,22,1164,92,449,462,259,32,41.7,41.7,547,1044,15,2,15,5,665,15,6,1,37,57,34,35,49.3
Toby Collyer,ENG,MF,Manchester Utd,20,179,0,0,0,0,0.2,0.3,0,5,2,0.0,0.0,0.09,0.13,0.0,0.0,0.0,6.2,76,82.6,1127,86.0,86.5,75.0,2,3,1,0,N/A,N/A,N/A,12,9,6,1,2,1,1,2,129,9,46,59,25,3,50.0,50.0,68,56,0,0,11,1,71,2,4,0,0,17,3,1,75.0
Tom Cairney,SCO,MF,Fulham,33,628,2,0,3,1,0.8,1.1,18,53,33,0.29,0.0,0.11,0.15,36.4,0.57,0.18,20.4,569,90.7,9151,94.0,92.4,77.8,11,53,7,3,N/A,N/A,N/A,13,5,7,3,7,1,6,4,683,12,123,347,223,18,38.5,30.8,456,1047,17,4,6,4,553,8,19,0,20,52,5,9,35.7
Tommy Doyle,ENG,MF,Wolves,22,488,0,1,1,0,0.6,0.5,6,40,4,0.0,0.18,0.1,0.09,22.2,0.37,0.0,24.5,321,81.9,6591,94.1,89.0,65.6,7,44,3,0,N/A,N/A,N/A,11,6,15,9,11,5,6,5,463,22,128,258,80,4,55.6,11.1,260,578,3,0,9,4,303,5,5,0,15,43,1,6,14.3
Tomáš Souček,CZE,MF,West Ham,29,2567,9,1,8,0,6.7,1.0,9,74,68,0.32,0.04,0.24,0.04,30.9,0.6,0.16,11.9,715,73.8,11811,79.6,77.3,67.0,14,62,8,1,N/A,N/A,N/A,46,21,44,18,41,21,20,20,1280,128,355,626,303,102,50.0,50.0,506,559,12,3,20,15,764,47,25,4,14,63,99,73,57.6
Tosin Adarabioyo,ENG,DF,Chelsea,26,1409,1,1,4,0,0.9,0.2,5,42,1,0.06,0.06,0.06,0.01,15.4,0.13,0.08,12.5,1079,91.1,19805,95.5,94.8,60.6,1,62,1,0,N/A,N/A,N/A,17,13,12,4,9,7,2,11,1330,175,630,674,27,14,66.7,16.7,777,1809,2,0,4,0,1000,8,9,1,0,41,42,28,60.0
Toti Gomes,POR,DF,Wolves,25,2614,0,1,7,0,0.7,0.9,27,86,18,0.0,0.03,0.03,0.03,28.6,0.07,0.0,11.6,1473,85.9,24482,92.2,92.0,52.0,9,87,6,3,N/A,N/A,N/A,61,43,46,9,29,17,12,25,2027,217,942,1000,108,17,62.5,31.3,1205,3203,20,0,20,15,1387,24,15,4,13,116,53,26,67.1
Trent Alexander-Arnold,ENG,DF,Liverpool,25,2365,3,6,5,0,1.9,7.3,51,232,94,0.11,0.23,0.07,0.28,17.8,0.3,0.07,23.6,1448,73.5,27901,89.8,76.4,48.6,52,207,65,20,N/A,N/A,N/A,72,50,105,56,26,9,17,31,2253,88,593,1014,660,44,45.9,45.9,1184,2860,36,9,19,15,1436,11,9,1,153,132,3,13,18.8
Trevoh Chalobah,ENG,DF,Chelsea,25,910,0,1,2,0,0.8,1.2,4,37,2,0.0,0.1,0.08,0.12,28.6,0.2,0.0,11.1,609,90.0,10527,95.0,95.5,52.8,3,42,3,0,N/A,N/A,N/A,11,7,8,1,6,3,3,10,774,73,331,389,59,12,40.0,20.0,426,772,5,1,3,2,574,9,7,0,3,29,23,12,65.7
Tyler Adams,USA,MF,Bournemouth,25,1965,0,3,7,0,1.6,1.0,14,76,10,0.0,0.14,0.07,0.05,22.2,0.09,0.0,16.9,902,84.4,14322,89.4,88.7,58.5,18,67,4,1,N/A,N/A,N/A,83,50,72,33,33,10,23,32,1337,62,349,779,224,18,22.2,55.6,663,1447,22,1,28,12,757,45,21,0,3,114,31,18,63.3
Tyler Dibling,ENG,"FW,MF",Southampton,18,1874,2,0,6,0,2.5,1.5,69,64,96,0.1,0.0,0.12,0.07,32.1,0.43,0.07,19.3,504,81.3,7544,90.5,85.4,45.8,20,27,20,1,N/A,N/A,N/A,34,20,26,10,19,5,14,8,868,27,129,390,369,41,40.9,39.1,558,2215,50,26,44,55,651,30,50,2,28,80,10,25,28.6
Tyler Fredricson,ENG,DF,Manchester Utd,19,165,0,0,0,0,0.0,0.0,2,8,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,110,90.2,1932,94.0,91.5,88.9,0,8,0,0,N/A,N/A,N/A,5,3,2,1,2,0,2,1,141,11,64,68,9,1,100.0,0.0,86,114,1,0,2,0,95,0,2,0,0,12,7,5,58.3
Tyrell Malacia,NED,DF,Manchester Utd,24,100,0,0,1,0,0.0,0.0,3,3,6,0.0,0.0,0.0,0.03,N/A,0.0,N/A,N/A,49,89.1,642,93.9,92.9,100.0,1,7,1,0,N/A,N/A,N/A,2,1,2,1,0,0,0,1,62,2,20,27,15,0,100.0,0.0,37,118,2,0,1,2,43,3,2,0,1,3,0,0,N/A
Tyrick Mitchell,ENG,DF,Crystal Palace,24,3092,0,5,2,0,1.3,6.4,63,70,171,0.0,0.15,0.04,0.19,25.0,0.09,0.0,12.8,976,72.0,15688,84.8,74.8,41.5,41,51,33,16,N/A,N/A,N/A,91,55,46,21,68,12,56,19,1754,114,622,671,475,43,42.1,44.7,820,1771,36,9,38,30,902,23,25,2,105,168,20,21,48.8
Tyrique George,ENG,FW,Chelsea,18,183,1,1,1,0,0.2,0.7,9,3,22,0.49,0.49,0.1,0.36,33.3,0.49,0.33,15.0,43,79.6,551,88.9,84.2,0.0,6,0,1,0,N/A,N/A,N/A,2,0,3,1,1,0,1,2,70,1,11,21,39,9,60.0,40.0,46,209,1,5,3,0,53,3,0,2,3,4,0,4,0.0
Tyrone Mings,ENG,DF,Aston Villa,31,1120,0,0,1,0,0.8,0.2,7,40,1,0.0,0.0,0.07,0.02,11.1,0.08,0.0,11.8,596,88.2,10642,91.4,94.4,53.1,3,48,5,0,N/A,N/A,N/A,7,6,2,0,13,11,2,7,794,146,405,346,47,17,66.7,33.3,484,1365,13,1,3,1,532,4,11,0,1,38,27,22,55.1
Valentino Livramento,ENG,DF,Newcastle Utd,21,2840,0,1,1,0,0.3,2.6,83,158,119,0.0,0.03,0.01,0.08,33.3,0.06,0.0,19.7,1403,85.4,20773,90.6,87.0,59.3,25,108,28,6,N/A,N/A,N/A,54,36,59,27,37,11,26,23,1964,119,619,894,482,41,44.6,41.1,1023,3316,42,13,32,39,1144,6,35,2,52,189,27,35,43.5
Victor Bernth Kristiansen,DEN,DF,Leicester City,21,2482,0,1,1,0,0.3,1.4,40,70,78,0.0,0.04,0.01,0.05,0.0,0.0,0.0,17.7,1023,77.4,16420,89.3,79.8,41.4,18,76,23,18,N/A,N/A,N/A,87,51,91,42,38,15,23,42,1614,115,577,722,329,17,44.4,50.0,816,1866,26,5,15,13,887,19,18,3,97,99,22,42,34.4
Victor Lindelöf,SWE,DF,Manchester Utd,30,704,0,0,1,0,0.0,0.1,5,26,4,0.0,0.0,0.0,0.01,N/A,0.0,N/A,N/A,362,93.8,6074,94.5,96.3,76.9,3,17,2,1,N/A,N/A,N/A,7,2,4,1,6,4,2,8,452,60,243,187,24,3,N/A,N/A,263,553,4,0,1,1,313,8,1,0,1,29,17,15,53.1
Virgil van Dijk,NED,DF,Liverpool,33,3330,3,1,5,0,2.2,0.7,22,198,6,0.08,0.03,0.06,0.02,29.6,0.22,0.11,13.1,2687,91.6,49026,96.2,95.4,67.2,12,290,7,0,N/A,N/A,N/A,38,20,22,9,27,16,11,56,3300,450,1317,1827,166,48,60.0,40.0,1856,4846,24,3,10,5,2281,17,13,0,1,115,119,46,72.1
Vitaliy Mykolenko,UKR,DF,Everton,25,3082,1,2,4,0,0.5,2.6,33,110,99,0.03,0.06,0.01,0.08,7.1,0.03,0.07,20.6,986,74.6,16470,89.3,73.8,45.1,24,102,40,24,N/A,N/A,N/A,63,38,56,27,25,10,15,44,1678,125,525,713,452,32,40.0,45.0,697,1506,28,1,23,11,860,22,34,3,101,88,47,37,56.0
Vitaly Janelt,GER,MF,Brentford,26,2254,1,3,3,0,0.8,2.2,17,80,38,0.04,0.12,0.03,0.09,28.6,0.16,0.07,17.7,872,82.5,14466,90.6,85.4,55.9,14,78,23,7,N/A,N/A,N/A,38,22,36,15,33,9,24,27,1289,118,418,574,306,32,25.0,58.3,651,1278,18,3,16,10,814,24,15,1,30,107,19,11,63.3
Vladimír Coufal,CZE,DF,West Ham,31,1067,0,0,5,0,0.3,0.7,26,39,33,0.0,0.0,0.03,0.06,28.6,0.17,0.0,15.5,470,78.6,7419,90.8,80.7,38.9,8,44,13,8,N/A,N/A,N/A,22,15,22,12,13,11,2,8,736,61,262,318,159,14,33.3,46.7,298,888,10,2,12,8,400,22,16,0,28,39,23,16,59.0
Wataru Endo,JPN,"MF,DF",Liverpool,31,273,0,0,0,0,0.0,0.1,1,19,8,0.0,0.0,0.0,0.02,N/A,0.0,N/A,N/A,182,93.8,2833,93.8,96.3,100.0,2,16,1,0,N/A,N/A,N/A,12,8,10,4,8,1,7,6,237,12,65,124,49,3,100.0,0.0,110,169,3,1,6,3,163,15,7,0,1,14,3,4,42.9
Welington,BRA,DF,Southampton,23,482,0,0,1,0,0.0,0.1,5,11,19,0.0,0.0,0.01,0.01,0.0,0.0,0.0,31.3,145,78.0,2273,89.9,77.2,50.0,3,8,5,4,N/A,N/A,N/A,21,9,19,7,5,1,4,7,276,31,113,102,64,3,55.6,33.3,100,197,4,1,9,4,120,6,8,1,17,21,5,4,55.6
Wes Burns,WAL,"FW,DF",Ipswich Town,29,926,0,1,1,0,0.5,1.6,38,8,65,0.0,0.1,0.05,0.16,14.3,0.1,0.0,18.3,153,60.5,2416,80.4,65.4,38.9,10,8,8,7,N/A,N/A,N/A,13,11,10,6,7,2,5,10,350,21,69,129,160,18,37.5,58.3,216,696,13,10,17,13,220,4,11,0,46,50,8,21,27.6
Wesley Fofana,FRA,DF,Chelsea,23,1172,0,0,7,0,0.4,0.4,19,32,4,0.0,0.0,0.03,0.03,0.0,0.0,0.0,10.6,724,90.2,12262,93.9,92.5,61.9,6,54,1,0,N/A,N/A,N/A,13,12,14,8,14,9,5,14,933,81,370,523,55,10,53.3,20.0,557,1614,12,1,16,5,665,24,16,0,1,54,27,12,69.2
Wilfred Ndidi,NGA,MF,Leicester City,27,2324,0,5,8,0,2.0,1.9,18,70,75,0.0,0.19,0.08,0.07,36.4,0.31,0.0,13.9,839,80.3,12034,87.4,82.2,53.4,17,68,11,3,N/A,N/A,N/A,85,51,61,31,47,19,28,31,1400,119,461,699,253,61,39.4,54.5,670,1101,23,2,37,33,834,39,18,3,30,127,61,59,50.8
Will Hughes,ENG,MF,Crystal Palace,29,2108,0,3,11,0,1.1,3.1,20,87,27,0.0,0.13,0.05,0.13,4.5,0.04,0.0,22.3,737,76.0,11688,88.0,82.5,37.2,33,76,15,3,N/A,N/A,N/A,66,36,62,34,31,14,17,22,1203,48,295,615,308,17,31.3,43.8,532,1276,24,1,21,30,659,65,31,0,71,121,19,18,51.4
William Osula,DEN,FW,Newcastle Utd,20,134,1,0,0,0,0.2,0.1,5,4,17,0.67,0.0,0.11,0.1,25.0,0.67,0.25,13.5,18,62.1,200,70.0,60.0,0.0,2,2,1,0,N/A,N/A,N/A,2,0,2,2,0,0,0,4,56,1,4,21,32,8,50.0,50.0,37,126,1,2,7,6,42,4,1,1,4,2,6,2,75.0
William Saliba,FRA,DF,Arsenal,23,3039,2,0,2,1,2.3,0.9,16,138,6,0.06,0.0,0.07,0.03,33.3,0.06,0.33,5.4,2413,94.3,41458,95.8,96.1,79.9,7,180,6,0,N/A,N/A,N/A,62,37,28,7,25,15,10,21,2824,190,1127,1571,142,18,63.2,31.6,1756,4154,17,1,19,8,2137,28,17,1,3,154,61,36,62.9
William Smallbone,IRL,MF,Southampton,24,690,1,0,1,0,0.6,0.7,5,27,25,0.13,0.0,0.07,0.1,14.3,0.13,0.14,17.6,270,75.8,4399,84.4,85.5,37.7,10,13,4,3,N/A,N/A,N/A,20,13,22,15,8,0,8,2,431,17,83,213,139,17,66.7,33.3,193,397,9,1,12,6,262,11,3,0,36,23,4,6,40.0
Willian,BRA,"FW,MF",Fulham,35,257,0,0,0,0,0.3,0.5,11,40,33,0.0,0.0,0.1,0.18,0.0,0.0,0.0,22.1,178,85.6,3198,94.5,85.2,73.9,7,19,10,2,N/A,N/A,N/A,4,2,6,4,0,0,0,1,231,1,18,83,134,7,14.3,57.1,148,503,10,2,3,1,183,1,0,0,16,14,1,3,25.0
Willy Boly,CIV,DF,Nott'ham Forest,33,150,0,0,1,0,0.1,0.0,0,2,0,0.0,0.0,0.04,0.0,100.0,0.6,0.0,10.2,55,78.6,1010,90.9,93.8,26.7,0,3,0,0,N/A,N/A,N/A,6,1,4,0,4,2,2,3,97,22,63,32,2,1,N/A,N/A,35,45,0,0,1,0,46,1,0,0,0,5,6,2,75.0
Wilson Odobert,FRA,"FW,MF",Tottenham,19,850,1,0,0,0,1.6,1.0,45,27,66,0.11,0.0,0.17,0.1,30.8,0.42,0.08,16.4,212,77.4,2878,92.7,74.0,66.7,6,11,12,3,N/A,N/A,N/A,14,5,14,6,6,0,6,4,381,7,46,142,197,35,37.5,53.1,265,1146,25,18,21,17,273,2,3,1,25,34,4,8,33.3
Wout Faes,BEL,DF,Leicester City,26,2815,1,0,4,0,1.5,0.1,12,86,1,0.03,0.0,0.05,0.0,8.3,0.03,0.08,9.7,1376,88.0,25369,94.4,94.9,53.9,4,83,6,0,N/A,N/A,N/A,42,26,48,23,48,35,13,26,1906,318,962,885,68,27,83.3,16.7,1107,2928,13,2,17,6,1268,23,11,1,5,90,45,36,55.6
Woyo Coulibaly,MLI,DF,Leicester City,25,109,0,0,1,0,0.0,0.0,4,3,2,0.0,0.0,0.04,0.0,50.0,0.83,0.0,19.4,48,84.2,797,82.4,84.2,100.0,0,3,0,0,N/A,N/A,N/A,6,4,2,0,3,1,2,5,76,8,27,31,20,4,0.0,100.0,48,169,2,1,4,0,36,2,1,0,0,14,0,3,0.0
Yankuba Minteh,GAM,"FW,MF",Brighton,20,1838,6,4,6,0,4.1,5.0,90,48,201,0.29,0.2,0.2,0.24,47.1,0.78,0.18,13.8,348,62.5,5531,77.8,62.2,46.3,29,14,36,9,N/A,N/A,N/A,48,35,45,28,22,0,22,11,836,30,135,228,491,146,46.9,43.9,481,2105,24,67,53,28,511,21,11,6,91,85,17,34,33.3
Yasin Ayari,SWE,MF,Brighton,20,1965,2,1,3,0,2.4,2.3,30,75,61,0.09,0.05,0.11,0.11,28.6,0.37,0.07,18.7,793,81.5,11915,91.4,84.3,40.8,30,55,18,4,N/A,N/A,N/A,59,32,56,30,24,6,18,20,1233,58,275,624,354,45,40.0,40.0,655,1466,25,6,38,22,801,37,26,3,69,118,16,20,44.4
Yehor Yarmoliuk,UKR,MF,Brentford,20,1450,0,0,6,0,0.6,0.9,15,63,47,0.0,0.0,0.04,0.05,22.2,0.12,0.0,15.9,661,87.0,11716,87.8,89.9,84.7,9,71,8,4,N/A,N/A,N/A,49,28,55,27,26,9,17,13,960,61,277,501,203,15,48.1,40.7,520,908,19,3,26,21,599,19,13,2,16,113,8,10,44.4
Yerson Mosquera,COL,DF,Wolves,23,441,0,0,2,0,0.3,0.1,0,7,0,0.0,0.0,0.07,0.02,0.0,0.0,0.0,12.4,205,85.4,3996,90.4,93.5,62.9,2,16,1,1,N/A,N/A,N/A,11,7,14,5,13,10,3,10,294,43,170,115,12,7,N/A,N/A,168,322,1,0,4,1,182,6,7,1,2,24,11,6,64.7
Yoane Wissa,COD,FW,Brentford,27,2919,19,4,5,0,18.5,2.6,60,67,154,0.59,0.12,0.57,0.08,45.6,1.26,0.21,13.2,450,76.5,6490,85.8,74.7,57.1,27,44,13,1,N/A,N/A,N/A,22,12,27,16,29,8,21,8,925,34,136,376,432,163,30.6,49.0,550,1662,26,34,77,35,658,34,51,14,20,81,30,36,45.5
Youri Tielemans,BEL,MF,Aston Villa,27,3026,3,7,4,0,3.3,7.0,39,235,48,0.09,0.21,0.1,0.21,30.0,0.36,0.08,20.1,1694,82.2,29049,89.8,87.3,54.1,60,229,38,4,N/A,N/A,N/A,84,58,73,33,38,16,22,23,2385,103,479,1366,565,45,50.8,31.1,1288,2551,26,9,31,29,1667,41,56,0,119,145,22,18,55.0
Yukinari Sugawara,JPN,"DF,MF",Southampton,24,1557,1,1,4,0,0.5,2.2,33,72,78,0.06,0.06,0.03,0.13,35.7,0.29,0.07,20.2,713,80.0,11241,88.3,83.2,48.7,17,47,21,9,N/A,N/A,N/A,31,18,31,12,21,10,11,11,1066,67,327,410,334,29,45.0,50.0,564,1384,16,7,18,5,709,15,10,4,70,44,5,9,35.7
Yves Bissouma,MLI,MF,Tottenham,27,1408,2,0,7,0,0.6,0.3,15,75,3,0.13,0.0,0.04,0.02,36.4,0.26,0.18,23.4,755,88.6,11376,92.2,92.7,60.0,6,61,10,1,N/A,N/A,N/A,49,31,34,15,11,6,5,18,1039,71,304,584,159,5,31.8,68.2,610,1611,17,0,25,15,704,28,18,0,2,85,7,7,50.0
Álex Moreno,ESP,"DF,MF",Nott'ham Forest,31,955,0,1,2,0,0.2,1.3,26,34,34,0.0,0.09,0.02,0.12,0.0,0.0,0.0,23.7,308,72.0,4574,87.6,64.2,35.0,8,25,9,2,N/A,N/A,N/A,25,18,39,24,11,5,6,15,559,60,210,202,158,8,38.1,38.1,229,864,16,4,13,6,258,12,6,0,19,50,3,11,21.4
İlkay Gündoğan,GER,MF,Manchester City,33,2223,1,6,1,0,3.2,3.5,64,127,96,0.04,0.24,0.13,0.14,25.9,0.28,0.04,18.1,1525,89.5,23600,94.4,92.0,65.8,44,108,23,2,N/A,N/A,N/A,25,13,24,14,15,0,15,13,1892,45,270,929,714,67,41.5,39.0,1118,3000,57,11,29,25,1480,15,27,1,60,116,14,11,56.0
